1196293
6998	7138	1479
7331	7549	1620
7814	7862	1839
7940	8506	1888
0	112	0
202	301	113
3775	3921	213
4019	4099	360
4184	4256	441
4377	4504	514
4575	4706	642
4822	4902	774
5573	5648	855
5786	5922	931
6359	6508	1068
6998	7138	1218
7331	7549	1359
7814	7862	1578
7940	8506	1627
0	131	0
202	333	132
449	648	264
0	128	0
321	539	129
804	852	348
930	1076	397
2200	2353	544
0	1070	0
1300	1425	1071
3682	5458	1197
5938	5974	2974
6866	6918	3011
0	1065	0
1295	1420	1066
3677	5453	1192
5933	5969	2969
6861	6889	3006
0	1064	0
1294	1436	1065
0	2085	0
0	470	0
564	651	471
730	1210	559
0	468	0
562	649	469
728	823	557
902	1147	653
0	466	0
560	1130	467
0	462	0
556	643	463
896	1011	551
0	153	0
0	193	0
920	1196	194
0	153	0
561	1117	154
0	250	0
2078	2339	251
15154	15201	513
20542	20757	561
21050	21274	777
21355	21579	1002
21833	22039	1227
23116	23334	1434
23415	23609	1653
23700	23900	1848
23986	24134	2049
24211	24316	2198
25038	25154	2304
25236	25400	2421
25610	25753	2586
25841	25965	2730
26037	26142	2855
26274	26612	2961
26697	26834	3300
27204	27331	3438
27450	27564	3566
27653	27772	3681
27889	28242	3801
28744	28936	4155
29113	29328	4348
29443	29672	4564
29780	29914	4794
30110	30206	4929
30304	30468	5026
30603	30714	5191
31130	31246	5303
31330	31522	5420
31605	31692	5613
33630	33854	5701
34325	34428	5926
34701	35993	6030
0	597	0
1171	1218	598
6559	6619	646
0	457	0
5798	6013	458
6306	6530	674
0	124	0
334	477	125
565	689	269
761	950	394
0	253	0
372	486	254
575	664	369
0	212	0
301	363	213
0	530	0
707	865	531
0	35	0
170	281	36
476	487	148
697	813	160
897	1089	277
1172	1259	470
1437	1460	558
2905	2937	582
3197	3394	615
0	1991	0
2462	2565	1992
2838	4126	2096
0	182	0
865	1083	183
0	112	0
546	659	113
3345	3467	227
6096	6722	350
0	97	0
2059	2181	98
4810	4985	221
0	600	0
853	1080	601
0	122	0
2751	3377	123
0	122	0
401	487	123
1131	1322	210
1411	1510	402
2273	2396	502
3508	3588	626
4487	4567	707
4790	4924	788
5498	5645	923
6129	6276	1071
0	94	0
1335	1779	95
0	71	0
1431	1923	72
0	1609	0
3050	3341	1610
0	1169	0
2097	2565	1170
2663	2688	1639
4060	4194	1665
5321	5386	1800
5684	5779	1866
8535	8610	1962
9058	9165	2038
9654	9747	2146
10173	10285	2240
33204	33257	2353
34242	34263	2407
0	1169	0
2097	2565	1170
2663	2688	1639
4060	4194	1665
5321	5386	1800
5684	5779	1866
8535	8610	1962
9058	9165	2038
9654	9747	2146
10173	10285	2240
34242	34538	2353
0	1169	0
2097	2565	1170
2663	2688	1639
4060	4194	1665
5321	5386	1800
5684	5779	1866
8535	8610	1962
9654	9747	2038
10173	10285	2132
34242	34538	2245
0	1164	0
2530	2683	1165
3428	3487	1319
4055	4189	1379
5316	5381	1514
5679	5774	1580
8530	8605	1676
9649	9742	1752
10168	10254	1846
0	1164	0
2092	2263	1165
2530	2560	1337
2658	2683	1368
4055	4189	1394
5316	5381	1529
5679	5774	1595
8530	8605	1691
9649	9742	1767
10168	10280	1861
34237	34272	1974
0	1164	0
2530	2560	1165
2658	2683	1196
4055	4189	1222
5316	5381	1357
5679	5774	1423
8530	8605	1519
9649	9742	1595
10168	10280	1689
34237	34275	1802
0	2681	0
4053	4187	2682
5314	5811	2817
0	1162	0
2090	2558	1163
2656	2681	1632
4053	4187	1658
5314	5379	1793
5677	5772	1859
8528	9549	1955
9647	9740	2977
10166	10278	3071
34235	34264	3184
0	1162	0
2090	2261	1163
2528	2558	1335
2656	2681	1366
4053	4187	1392
5314	5379	1527
5677	5772	1593
8528	8603	1689
9453	9549	1765
9647	9740	1862
10166	10278	1956
34235	34264	2069
0	107	0
458	841	108
1769	1926	492
0	752	0
1680	2148	753
2246	2271	1222
3643	3777	1248
4904	4969	1383
5267	5362	1449
8118	8193	1545
9237	9939	1621
0	287	0
1653	1683	288
1781	1806	319
3178	3312	345
4439	4504	480
4802	4897	546
7653	7728	642
8772	8865	718
9291	9403	812
23256	23427	925
0	71	0
999	1095	72
1437	1467	169
1565	1590	200
2962	3096	226
4223	4288	361
4586	4681	427
7437	7512	523
8556	8649	599
9075	9187	693
33144	33179	806
0	160	0
427	457	161
555	580	192
1952	2086	218
3213	3278	353
3576	3671	419
6427	6502	515
7546	7639	591
8065	8177	685
32134	32317	798
0	52	0
797	856	53
1424	1558	113
2685	2750	248
3048	3143	314
5899	5974	410
7018	7111	486
7537	7649	580
31606	31902	693
0	65	0
363	458	66
3214	3289	162
4333	4426	238
4852	4964	332
18817	18910	445
28921	29217	539
0	63	0
361	456	64
3212	3446	160
4331	4424	395
4850	5153	489
0	14	0
312	407	15
3163	3238	111
4282	4419	187
4801	4913	325
28870	29171	438
0	22	0
2778	2853	23
3897	3990	99
4416	4528	193
4991	5238	306
0	22	0
872	968	23
1066	1159	120
1585	1697	214
2160	2407	327
0	519	0
945	1057	520
25014	25041	633
0	65	0
491	603	66
14456	14549	179
15150	15371	273
23522	23575	495
24560	24589	549
0	93	0
3808	4015	94
5722	7039	302
0	94	0
0	89	0
0	82	0
0	986	0
0	3340	0
6309	6499	3341
0	42	0
637	1150	43
0	23	0
363	418	24
521	586	80
5286	5430	146
5754	5834	291
6131	6437	372
6580	6698	679
6828	6957	798
7838	7912	928
8458	8543	1003
8973	9144	1089
10017	10188	1261
11066	11206	1433
22697	22813	1574
23190	23283	1691
23535	24032	1785
0	20	0
379	415	21
518	583	58
5283	5427	124
5751	5831	269
6128	6434	350
6577	6695	657
6825	6954	776
7835	7909	906
8455	8540	981
8970	9141	1067
10014	10185	1239
11063	11203	1411
22694	22810	1552
23187	23280	1669
23532	24027	1763
0	156	0
337	643	157
786	904	464
1034	1163	583
2044	2118	713
2664	2749	788
3179	3350	874
4223	4394	1046
5272	6167	1218
0	376	0
1257	1331	377
1877	1962	452
2392	2563	538
3436	3443	710
0	64	0
194	347	65
0	73	0
11350	11452	74
11564	11680	177
12057	12150	294
12402	12439	388
0	452	0
891	978	453
1862	1984	541
2877	3063	664
0	457	0
523	725	458
888	975	661
1859	1981	749
2874	3180	872
0	124	0
190	392	125
555	642	328
1526	1836	416
0	124	0
211	392	125
555	642	307
1526	1648	395
2541	2727	518
0	299	0
378	506	300
616	812	429
1312	1378	626
1666	1767	693
2337	2459	795
2657	2806	918
0	492	0
602	798	493
1298	1364	690
1652	2445	757
2643	2798	1551
0	119	0
619	685	120
973	1074	187
1376	1479	289
0	780	0
1550	1725	781
1861	2019	957
6336	6449	1116
6924	7060	1230
11560	12038	1367
14984	15093	1846
0	873	0
1527	1702	874
1838	2012	1050
6313	6426	1225
6901	7037	1339
11537	12015	1476
14961	15100	1955
0	873	0
1527	1702	874
1838	1996	1050
6313	6426	1209
6901	7037	1323
11537	12015	1460
14961	15100	1939
0	756	0
1526	1701	757
1837	4419	933
0	754	0
1524	3359	755
0	110	0
246	482	111
4721	4834	348
5309	5445	462
9945	10073	599
0	31	0
2545	2658	32
3133	3269	146
7769	8247	283
11193	11291	762
0	47	0
1196	1674	48
4620	4696	527
0	2792	0
0	200	0
389	467	201
616	1017	280
0	197	0
386	709	198
0	193	0
382	460	194
609	699	273
991	1099	364
1501	1652	473
1738	1822	625
1928	2044	710
4061	4269	827
0	286	0
688	1009	287
1115	1152	609
0	294	0
400	743	295
0	1557	0
0	1578	0
2136	2216	1579
3083	3221	1660
3299	3401	1799
9437	9477	1902
12189	12381	1943
13953	14083	2136
19757	19944	2267
0	1573	0
2131	2211	1574
3078	3216	1655
3294	3396	1794
9432	9472	1897
13819	14078	1938
19752	19940	2198
0	1017	0
1575	1655	1018
2522	2660	1099
2738	2840	1238
8876	8916	1341
13392	13522	1382
19196	19415	1513
0	582	0
1140	1220	583
2087	2225	664
2303	2405	803
8441	8481	906
11193	11218	947
0	582	0
1140	1220	583
2087	2225	664
2303	2405	803
8441	8481	906
12957	13087	947
18761	18959	1078
0	502	0
1060	1140	503
2007	2145	584
2223	2325	723
8361	8401	826
18681	18870	867
0	439	0
997	1077	440
1944	2082	521
2160	2262	660
7221	7342	763
8298	8338	885
12814	12944	926
18618	18816	1057
0	323	0
881	961	324
1828	1966	405
2044	2146	544
8182	8222	647
12698	12828	688
18335	18562	819
0	309	0
867	947	310
1814	1952	391
2030	2132	530
8168	8208	633
9605	9652	674
12684	12814	722
18488	18655	853
0	223	0
781	1071	224
0	219	0
777	857	220
1724	1862	301
1940	2042	440
8078	8118	543
12465	12724	584
18398	18581	844
0	92	0
650	730	93
1597	1735	174
1813	1915	313
7951	7991	416
12467	12597	457
17982	18449	588
0	48	0
606	686	49
1553	1691	130
7907	7947	269
18227	18388	310
0	76	0
943	1081	77
1159	1261	216
17450	17741	319
0	138	0
216	318	139
6354	6394	242
9106	9298	283
10741	11000	476
16674	16823	736
0	119	0
197	299	120
5258	5379	223
6335	6375	345
10722	10981	386
16655	16822	646
0	81	0
159	261	82
5121	5341	185
6297	6337	406
10813	10943	447
16617	16805	578
0	8	0
86	188	9
6224	6447	112
0	83	0
6119	6159	84
7556	7603	125
10635	10765	173
16272	16610	304
0	40	0
6076	6116	41
10592	10722	82
14240	14367	213
16396	16584	341
0	533	0
5009	5139	534
10813	10984	665
0	130	0
4991	5609	131
0	76	0
3845	3925	77
5088	5197	158
0	62	0
3831	4156	63
0	230	0
790	861	231
975	1174	303
1806	1879	503
3542	3654	577
5135	5228	690
5490	5842	784
6332	6539	1137
6673	6863	1345
7072	7160	1536
7237	7400	1625
7503	7601	1789
9835	9952	1888
10041	10119	2006
10201	10258	2085
10459	10517	2143
10629	10704	2202
10818	11583	2278
0	194	0
754	825	195
939	1138	267
1770	1843	467
3506	3618	541
5454	5806	654
6296	6503	1007
6637	6827	1215
7036	7124	1406
7201	7364	1495
7467	7565	1659
9799	9916	1758
10005	10083	1876
10165	10222	1955
10423	10481	2013
10593	10668	2072
10782	10901	2148
0	1022	0
1654	1727	1023
3390	3502	1097
5338	5690	1210
6180	6387	1563
6521	6711	1771
6920	7008	1962
7085	7248	2051
7351	7449	2215
9683	9800	2314
9889	9967	2432
10049	10106	2511
10307	10365	2569
10477	10552	2628
10666	11436	2704
0	85	0
192	394	86
2053	2165	289
4001	4243	402
0	206	0
1869	1981	207
3462	3555	320
3817	4169	414
4659	4866	767
5000	5190	975
5399	5487	1166
5564	5727	1255
5830	5928	1419
8162	8279	1518
8368	8446	1636
8528	8585	1715
8786	8844	1773
8956	9031	1832
9145	9915	1908
0	23	0
112	151	24
1814	1926	64
3407	3433	177
0	119	0
1782	1894	120
3730	4082	233
4572	4779	586
4913	5103	794
5312	5400	985
5477	5640	1074
5743	5841	1238
8075	8192	1337
8281	8359	1455
8441	8498	1534
8699	8757	1592
8869	8944	1651
9058	9833	1727
0	190	0
399	727	191
830	928	520
3162	3279	619
3368	3446	737
3528	3585	816
3786	3834	874
0	1332	0
1447	1557	1333
1714	1823	1444
2026	2252	1554
2342	2440	1781
3071	3178	1880
3360	3562	1988
3639	3733	2191
3835	3904	2286
4049	4257	2356
5446	5557	2565
5637	5737	2677
5994	6045	2778
6191	6303	2830
6969	6980	2943
7455	7529	2955
7597	7692	3030
7782	7826	3126
8133	8316	3171
9612	9670	3355
10546	10599	3414
10786	10905	3468
11710	11767	3588
15393	15642	3646
0	1324	0
1439	1549	1325
1706	1815	1436
2018	2244	1546
3063	3170	1773
3352	3554	1881
3631	3725	2084
3827	3896	2179
4041	4249	2249
5438	5549	2458
5629	5729	2570
5986	6037	2671
6183	6295	2723
6961	6972	2836
7447	7521	2848
7589	7684	2923
7774	7818	3019
8125	8308	3064
9604	9662	3248
10538	10591	3307
10778	10897	3361
11702	11759	3481
15385	15505	3539
0	1318	0
1433	1543	1319
1700	1809	1430
2012	2238	1540
3057	3164	1767
3346	3548	1875
3625	3719	2078
3821	3890	2173
4035	4243	2243
5432	5543	2452
5623	5723	2564
5980	6031	2665
6177	6289	2717
6955	6966	2830
7441	7515	2842
7583	7678	2917
7768	7812	3013
8119	8302	3058
9598	9656	3242
10532	10585	3301
10772	10891	3355
11696	13539	3475
0	838	0
953	1063	839
1220	1329	950
1532	1758	1060
1848	1946	1287
2577	2684	1386
2866	3068	1494
3145	3239	1697
3341	3410	1792
3555	3763	1862
4952	5063	2071
5143	5243	2183
5500	5551	2284
5697	6085	2336
0	129	0
219	509	130
0	197	0
1386	1497	198
1577	1677	310
1749	1829	411
0	167	0
1356	1467	168
1547	1647	280
1904	1955	381
2101	2213	433
2879	3151	546
0	96	0
176	404	97
0	1161	0
1229	1324	1162
1414	1458	1258
1765	1948	1303
3244	3302	1487
4178	4231	1546
4418	4537	1600
5342	5399	1720
10698	10865	1778
0	6	0
313	496	7
1792	1850	191
2726	2779	250
2966	3085	304
3890	3947	424
7141	7187	482
7573	7625	529
0	598	0
1474	1527	599
1714	3453	653
0	190	0
1066	1119	191
1306	1425	245
2230	2287	365
5913	5974	423
0	71	0
876	933	72
3862	3946	130
4559	4608	215
0	153	0
348	405	154
519	706	212
887	1036	400
1114	1284	550
2067	2121	721
2342	2504	776
2763	3110	939
0	109	0
475	662	110
843	992	298
1095	1240	448
2023	2077	594
2298	2417	649
0	184	0
298	1052	185
0	151	0
265	452	152
633	782	340
860	1030	490
1813	1867	661
2088	2248	716
0	38	0
219	579	39
801	1836	400
2095	2441	1436
0	339	0
433	562	340
641	783	470
855	916	613
1008	1115	675
1202	1364	783
1450	2007	946
2147	2336	1504
2716	2780	1694
3239	3848	1759
0	327	0
421	550	328
629	771	458
843	904	601
996	1103	663
1190	1352	771
1438	1527	934
1912	1995	1024
2135	2324	1108
2704	2768	1298
3227	3365	1363
3807	3841	1502
3923	4021	1537
7699	7927	1636
8859	8932	1865
9399	9496	1939
12984	13094	2037
0	326	0
420	549	327
628	1102	457
0	324	0
418	547	325
626	768	455
840	901	598
993	1100	660
1187	1349	768
1435	1524	931
1909	1992	1021
2132	2321	1105
2701	2765	1295
3224	3362	1360
3804	3838	1499
3920	4018	1534
7696	7833	1633
8856	9493	1771
12981	13021	2409
0	323	0
417	546	324
625	767	454
839	900	597
992	1099	659
1186	1348	767
1434	1523	930
1908	1991	1020
2131	2320	1104
2700	2764	1294
3223	3361	1359
3803	3837	1498
3919	4017	1533
11580	11686	1632
12980	13072	1739
0	322	0
416	545	323
624	766	453
991	1098	596
1185	1347	704
1433	1522	867
1907	1990	957
2130	2319	1041
2699	2763	1231
3222	3360	1296
3802	3836	1435
3918	4016	1470
4555	5848	1569
0	318	0
412	541	319
620	895	449
987	1343	725
1429	1986	1082
2126	3564	1640
0	318	0
412	541	319
620	762	449
834	895	592
987	1094	654
1181	1343	762
1429	1518	925
1903	1986	1015
2126	2315	1099
2695	2759	1289
3218	3356	1354
3798	3832	1493
3914	4012	1528
7690	7918	1627
8850	8923	1856
9390	9487	1930
10302	10378	2028
11286	11681	2105
12975	13003	2501
0	318	0
412	541	319
620	762	449
834	895	592
987	1094	654
1181	1343	762
1429	1518	925
1903	1986	1015
2126	2499	1099
2695	2759	1473
3218	3356	1538
3798	3832	1677
3914	4012	1712
12975	13031	1811
0	318	0
412	541	319
620	762	449
834	895	592
987	1094	654
1181	1343	762
1429	1518	925
1903	1986	1015
2126	2315	1099
2695	2759	1289
3218	3356	1354
3798	3832	1493
3914	4012	1528
7690	7918	1627
8850	8923	1856
9390	9487	1930
10302	10378	2028
11286	11681	2105
12975	13044	2501
0	318	0
412	541	319
620	762	449
834	895	592
987	1094	654
1181	1343	762
1429	1518	925
1903	1986	1015
2126	2315	1099
2695	2759	1289
3218	3356	1354
3798	3832	1493
3914	4012	1528
9390	9487	1627
12975	13047	1725
0	297	0
391	520	298
599	741	428
813	874	571
966	1073	633
1160	1322	741
1408	1497	904
1882	1965	994
2105	2294	1078
2674	2738	1268
3197	3335	1333
9369	9466	1472
12954	13001	1570
0	105	0
199	328	106
407	549	236
621	682	379
774	881	441
968	1130	549
1216	1305	712
1690	1773	802
1913	2102	886
2482	2546	1076
3005	3143	1141
3585	3619	1280
3701	3733	1315
7477	7705	1348
8637	8710	1577
9177	9274	1651
12762	12851	1749
0	101	0
195	324	102
403	545	232
617	678	375
770	877	437
964	1126	545
1212	1301	708
1686	1769	798
1909	2098	882
2478	2542	1072
3001	3139	1137
3581	3615	1276
3697	3795	1311
7473	7701	1410
8633	8706	1639
9173	9270	1713
11358	11464	1811
12758	12814	1918
0	101	0
195	324	102
403	545	232
617	678	375
770	877	437
964	1126	545
1212	1301	708
1686	1769	798
1909	2098	882
2478	2542	1072
3001	3139	1137
3581	3615	1276
3697	3795	1311
7473	7701	1410
8633	8706	1639
9173	9270	1713
11358	11464	1811
12758	12843	1918
0	67	0
146	421	68
513	620	344
707	869	452
955	1044	615
1429	1512	705
1652	1745	789
0	689	0
775	864	690
1249	1332	780
1472	1520	864
0	103	0
175	236	104
328	859	166
1244	1327	698
1467	1500	782
0	84	0
156	217	85
309	416	147
503	665	255
751	840	418
1225	1308	508
1448	1637	592
2540	2678	782
3120	3154	921
3236	3334	956
7012	7240	1055
8172	8245	1284
8712	8809	1358
12297	12364	1456
0	82	0
154	215	83
307	663	145
749	838	502
1223	1306	592
1446	1464	676
0	162	0
248	337	163
722	805	253
945	1134	337
2037	2175	527
2733	2831	666
6509	6559	765
0	10	0
96	185	11
570	653	101
793	982	185
1362	1426	375
1885	2023	440
2581	2669	579
0	65	0
450	533	66
673	862	150
1242	1605	340
0	46	0
186	375	47
755	819	237
1278	1416	302
1858	2055	441
0	176	0
556	620	177
1079	1217	242
5327	5779	381
6711	6784	834
7251	7348	908
10836	10885	1006
0	229	0
688	1005	230
0	52	0
511	649	53
1091	1125	192
1207	1384	227
0	549	0
991	1025	550
1107	1205	585
4883	5111	684
6043	6116	913
6583	6680	987
10168	10216	1085
0	136	0
578	612	137
694	792	172
4470	4607	271
5630	5703	409
6170	6267	483
9755	9832	581
0	135	0
577	611	136
693	791	171
4469	4697	270
9754	9833	499
0	84	0
526	560	85
642	740	120
4418	4646	219
5578	5651	448
6118	6215	522
7030	7106	620
8303	8409	697
9703	9747	804
0	46	0
488	522	47
604	702	82
4380	4608	181
5540	5613	410
6080	6177	484
6992	7068	582
9665	9755	659
0	44	0
486	520	45
602	700	80
4378	4606	179
5538	5611	408
6078	6175	482
8229	8369	580
9663	9741	721
0	434	0
516	614	435
9577	9633	534
0	472	0
9435	9512	473
0	58	0
3736	3964	59
4896	5345	288
0	318	0
1042	1108	319
0	845	0
1777	1850	846
2317	2414	920
5902	5987	1018
0	843	0
1775	2412	844
5900	6006	1482
0	2396	0
5884	5914	2397
0	645	0
1396	1469	646
1936	2033	720
5521	5598	818
0	218	0
1150	1223	219
1690	1790	293
5275	5365	394
0	538	0
1109	1182	539
1649	1746	613
5234	5295	711
0	462	0
1075	1148	463
1615	1712	537
5200	5268	635
0	143	0
1075	1301	144
1615	1712	371
5200	5279	469
0	121	0
1053	1126	122
1593	1690	196
2505	2577	294
3778	3884	367
5178	5257	474
0	235	0
986	1212	236
1526	1623	463
5111	5133	561
0	51	0
518	615	52
2414	2809	150
4103	4135	546
0	516	0
1810	1887	517
0	346	0
2485	3238	347
0	335	0
2069	2265	336
2474	4130	533
0	354	0
1595	1791	355
2000	2230	552
0	222	0
324	624	223
710	1492	524
1607	1810	1307
